timestamp,id,mission_type,team_size,water_level,depth,oxygen_level,temperature,victim_status,victim_count,mission_success
1530576414.8029606,2943,medical,5,9.191810398340673,4.362104631118673,16.71715005334294,27.871265521509685,critical,8,1
1530490913.5427086,2652,rescue,4,10.122546977971481,5.184041414713604,9.949614013866041,27.58516722011671,stable,7,0
1529909152.3904781,672,exploration,2,13.26596985423081,6.700720262631478,22.294991294477157,27.177927490084492,stable,2,0
1530397479.1758351,2334,rescue,10,11.14188657651943,5.722605460671956,15.725127285696693,30.659910104082712,critical,6,0
1530190924.584917,1631,exploration,10,12.1477606711339,5.789449978472359,4.0737613819393825,,stable,4,0
1531021844.0488098,4459,rescue,3,6.028111021289032,3.086449194977425,26.459761941740478,27.68259711263141,stable,12,1
1530781794.1188238,3642,medical,5,8.282520335615123,4.420568467714878,22.25781511718897,25.30298588769295,stable,10,0
1530377793.3186638,2267,exploration,9,12.145423092102746,5.665861769373848,24.31493239207103,28.904498911044254,stable,6,0
1531131438.4476895,4832,rescue,3,6.001525423657043,3.314556471358427,12.621470396691821,,stable,13,1
1531087953.2706542,4684,rescue,9,6.231229134110182,3.377714446707582,24.926631453246912,24.96262086304679,stable,12,1
1530581703.540708,2961,supply,5,8.783077217783386,3.89959746572195,14.483141089678423,30.610883904777605,stable,8,0
1530701581.5963192,3369,medical,4,8.27105317244492,4.196395259481937,12.507527193536319,,stable,9,0
1529731685.8571715,68,exploration,8,,,,,critical,1,0
1529790743.4286857,269,exploration,5,14.743841900331999,7.524298163289892,,29.6278385905799,stable,1,0
1529888585.0770154,602,exploration,2,13.866753439969951,6.659373902460967,23.120728529254546,31.337618011245727,stable,2,0
1530664266.6133227,3242,supply,3,8.267496801550095,4.039000183136485,22.042853485723345,29.094013990548913,stable,9,1
1529870662.1324265,541,medical,7,14.212173493917797,,15.346637690763895,28.50374260277052,stable,1,1
1530715097.2594519,3415,medical,9,8.9778115150258,4.310576070640329,20.51692194412218,31.146733272712464,critical,9,0
1529885940.7081416,593,exploration,6,14.517467431441336,7.067823572286578,21.42665376877984,27.333217188411467,stable,2,1
1529746964.4328866,120,exploration,8,14.832805704551564,,20.55705389036117,26.581852890587502,stable,1,0
1529763418.2836568,176,supply,4,15.412794996409502,7.868338598579576,17.992966235634057,26.76928204892731,critical,1,0
1530204440.2480495,1677,exploration,7,13.268344982251287,,,26.26961384211218,stable,4,0
1529733448.769754,74,exploration,7,14.017090318187943,7.4245943624286035,19.41342806492746,27.909801486236525,stable,1,1
1531164052.330466,4943,supply,3,4.663942532716704,2.2129599354746445,19.230262984464876,25.68523330359425,critical,13,1
1529984663.8127625,929,exploration,5,12.432155698033478,6.132597176186346,21.587939545801156,30.527898414411847,stable,3,1
1530745066.7733548,3517,supply,3,,,,25.602065999504564,stable,9,1
1530344297.979596,2153,supply,4,10.844310281078528,5.264820164304296,20.308217326983748,27.62080046741681,critical,6,1
1531080607.8015604,4659,rescue,8,6.358921337650631,3.3690465361244817,19.69870036847723,26.08604469642165,critical,12,1
1530081330.1860373,1258,exploration,6,13.240906788759602,6.867587479908597,24.210939101704945,31.253097544089997,critical,4,0
1529784867.0534108,249,medical,2,15.387761966101607,,19.295064298215365,27.36075129909533,stable,1,0
1530750943.1486297,3537,supply,4,7.974974267189298,3.925795723899632,25.88883181895607,,critical,10,1
1530275838.2076416,1920,supply,6,10.955772229764886,5.679123021810298,18.949461768663078,29.79199210954495,stable,5,1
1530158604.520904,1521,exploration,2,11.950483413556915,6.303029703119916,26.868198117848696,27.267346417098913,stable,4,0
1530596982.1164234,3013,rescue,6,9.45329054286916,4.666074966793033,21.809221653239945,26.27106081802362,unknown,8,0
1531153474.854971,4907,supply,3,5.500061385550135,2.6142470759912677,12.808185573437699,25.739803228616594,stable,13,1
1529816599.479896,357,exploration,3,15.042200162824887,7.607400990791362,,27.97744432227544,critical,1,1
1530574064.2528505,2935,exploration,2,9.392369304982912,4.773595736374996,22.478893488131888,29.538925254801434,critical,7,0
1530461825.485097,2553,medical,8,9.742277414850884,4.951177004066953,19.975485501551226,25.167069111456005,critical,7,0
1530183872.934587,1607,exploration,10,12.304224269732842,6.00181809834153,29.082227304178698,26.206664976021568,stable,4,1
1531084721.264253,4673,rescue,9,5.464801870346446,2.745868398095111,19.257781587617156,24.260649247284316,critical,12,1
1530830274.214843,3807,rescue,7,6.568469189327915,3.4941169870942113,26.5121810639306,,critical,10,0
1530215017.7235446,1713,exploration,8,11.664574640625606,5.935475115750839,15.564064188989965,26.45633237302034,critical,4,1
1530140387.7575514,1459,exploration,9,13.171630468299846,6.490716187410377,16.61196024305688,27.127631036791193,stable,4,0
1530143619.7639527,1470,exploration,9,12.493053936856375,6.432540272925676,16.981995932226436,,critical,4,1
1530108361.5123024,1350,exploration,3,,,,,critical,4,1
1531104113.3026605,4739,rescue,6,5.893625900422403,3.0095966423293525,29.868980836184704,28.643915337463103,unknown,13,0
1529836285.3370674,424,exploration,6,14.71296369913303,7.601486390942841,21.356555108670655,27.376946665982118,stable,1,1
1530682483.3766754,3304,supply,3,9.231271685966647,4.641994739599197,16.89175077612717,,critical,9,1
1530335189.5979197,2122,supply,5,10.84994147930704,5.523708161745492,24.398405884499414,27.456056514692808,critical,6,1
1530873465.5731146,3954,rescue,4,6.923875515157799,3.2896210339880936,17.291449992366317,,critical,10,1
1531062978.6757352,4599,rescue,7,5.692148491246035,2.7484491081966964,24.190776818246203,,unknown,12,1
1530096608.7617524,1310,exploration,7,12.203184672960703,5.944038096293214,20.973958538375907,26.711229769072094,stable,4,1
1530397185.3570714,2333,supply,4,11.594949485079441,,,28.991466345483705,stable,6,1
1530407469.0138028,2368,supply,6,10.114925232231357,4.927400977885255,25.94684753115137,30.213499664851696,stable,7,1
1530913424.924985,4090,exploration,4,,,,26.00540217550281,stable,10,1
1530420984.6769354,2414,medical,7,10.789919347926702,5.659915596699115,24.95594399821493,,stable,7,1
1530243518.1436288,1810,medical,7,11.464495760596932,5.475317589350157,,29.73407244987849,critical,5,1
1530942806.8013604,4190,rescue,7,7.587092825134203,3.9141448868140243,18.29810699986536,27.78248361711682,critical,11,1
1530911074.374875,4082,rescue,2,7.4204473714269925,3.65708441151577,16.748856107700174,,critical,10,0
1530795897.419484,3690,rescue,3,8.294822058297438,3.591311655044025,21.313702479516614,27.081494813706417,stable,10,1
1529952049.929986,818,exploration,3,14.024649228778088,7.14735430011231,23.584366028788548,27.12833706647813,stable,2,0
1531048287.7375474,4549,exploration,7,5.682282273243615,3.0825523018470826,20.293067711029163,27.46748850838715,critical,12,1
1530695411.4022806,3348,supply,10,9.67525228771023,4.819159218955721,7.6729083267637535,27.421503600216056,critical,9,1
1530448603.6407282,2508,supply,3,10.710299611384311,5.510028792453694,22.78556959660954,27.670753765660322,stable,7,1
1530194156.5913184,1642,exploration,10,12.015666517019648,,29.442133924865427,26.740275776198725,stable,4,1
1529712000.0,1,supply,5,16.239242801955324,8.147363480771057,24.03233994487645,27.450962066862857,critical,1,0
1530363983.8367674,2220,medical,2,11.191813989794829,5.666311449694385,18.340471078380737,25.26297377253585,unknown,6,0
1531023019.3238647,4463,supply,9,5.804014614187556,2.729100362820512,16.70773264311996,,stable,12,0
1530062231.9663932,1193,exploration,3,12.276954065953461,5.848654282171608,17.791482641144263,,unknown,4,1
1529835697.69954,422,exploration,6,14.610044172851845,7.315064351345595,13.130248517427912,27.187332207387417,stable,1,0
